exp_v18 - FI del modelo de producto v11 + ocurrencia

============================================================
fijo | occ_gain=0.9%
============================================================
                      gain  splits  gain_pct
ncli_pend_6         2905.5     242       0.3
basket_idx          2872.5     247       0.3
ma3_lag9            2857.8     215       0.3
c3_tn_17            2846.2     223       0.3
tn_8                2808.6     249       0.3
c3_tn_4             2798.9     154       0.3
tn_9                2796.8     258       0.3
tn_7                2666.4     241       0.3
c3_tn_18            2663.5     213       0.3
tn_22               2640.9     219       0.3
sh_yoy              2633.7     233       0.3
occ_demanda_esp     2598.1     214       0.3
tn_3                2592.3     226       0.3
roll_med_12         2552.8     221       0.3
diff_3_4            2538.8     232       0.3
sh_pend_3           2537.3     225       0.3
pred_ols_yoy        2497.7     193       0.3
sh_0                2485.3     187       0.3
sh_acel             2475.8     218       0.3
c3_tn_19            2475.6     207       0.3
pend_6              2447.0     148       0.3
c3_r_yoy_tri        2444.9     210       0.3
tn_21               2423.3     215       0.3
tn_20               2415.6     214       0.3
tn_10               2403.6     219       0.3
roll_min_6          2389.3     201       0.3
ma3_lag6            2385.0     207       0.3
c3_tn_20            2372.2     188       0.3
tn_6                2350.0     211       0.3
diff_4_5            2322.3     204       0.3
c3_roll_med_12      2315.6     172       0.3
roll_med_6          2309.4     180       0.3
diff_2_3            2303.9     209       0.3
roll_max_6          2294.3     194       0.3
sh_pend_6           2274.0     202       0.3
cv                  2258.8     187       0.3
roll_min_12         2236.2     188       0.3
c3_tn_23            2235.1     145       0.3
c3_tn_21            2226.6     155       0.3
c3_tn_6             2203.5     177       0.3
ma3_lag3            2200.2     178       0.3
c3_tn_12            2198.9     192       0.3
roll_max_12         2173.5     190       0.3
c3_diff_2_3         2145.2     167       0.2
c3_diff_0_12        2132.9     176       0.2
c3_tn_8             2119.6     161       0.2
diff_5_6            2093.3     195       0.2
c3_pend_6           2086.7     121       0.2
c3_r_0_1            2069.3     152       0.2
c3_tn_7             2063.9     160       0.2
dmax_12             2033.0     136       0.2
r_1_2               2023.9     178       0.2
s6                  2014.2     161       0.2
c3_tn_2             1997.7     153       0.2
diff_1_2            1964.0     167       0.2
c3_s6               1950.4     126       0.2
sh_prom12           1944.8     157       0.2
roll_std_6          1935.3     172       0.2
tn_4                1934.9     175       0.2
sh_ma3_lag3         1900.0     158       0.2
diff_0_1            1889.4     149       0.2
roll_min_3          1852.8     142       0.2
tn_5                1810.7     161       0.2
r_02_34             1806.4     162       0.2
c3_tn_11            1784.1     156       0.2
c3_tn_3             1768.6     139       0.2
c3_pend_12          1742.3     134       0.2
dmax_6              1714.6     132       0.2
dmin_24             1659.8     144       0.2
dprom_6             1653.3     138       0.2
c3_diff_1_2         1652.4     143       0.2
c3_tn_5             1628.3     133       0.2
c3_roll_med_3       1624.3     137       0.2
c3_cv               1595.8     120       0.2
c3_roll_max_12      1498.7     120       0.2
r_0_1               1478.2     135       0.2
acel_ma3            1457.8     116       0.2
c3_dprom_24         1429.6     122       0.2
se_factor_c2        1415.3     102       0.2
c3_dmax_12          1414.8     123       0.2
c3_diff_0_1         1357.5     110       0.2
c3_tn_0             1320.1     112       0.2
c3_tn_1             1313.9     115       0.2
c3_roll_med_6       1266.8      97       0.1
se_dev_c3           1259.0     109       0.1
dmin_6              1236.9      98       0.1
c3_log_prom         1209.3     100       0.1
dmin_12             1091.7      90       0.1
r_tri               1074.7      94       0.1
c3_r_tri             991.8      80       0.1
c3_s2                952.5      86       0.1
c3_acel_ma3          923.2      70       0.1
c3_s3                904.8      81       0.1
se_factor            815.3      62       0.1
edad_serie           697.6      48       0.1
se_n_c3              614.5      42       0.1
cat1                 129.7       7       0.0
anio_corte            53.5       3       0.0
