                      gain  splits  gain_pct
s2                289198.1     425      41.3
tn_0               66689.7     115       9.5
roll_med_3         36710.6      99       5.2
ncli_idx           35481.2     121       5.1
dprom_24           21224.8      96       3.0
ncli_0             18118.1     119       2.6
tn_1               16829.0      95       2.4
cat3               13604.5     607       1.9
ncli_pend_12       10561.2     268       1.5
c3_tn_22            7650.2     166       1.1
mes_corte           7124.1     149       1.0
c3_tn_10            7106.6     146       1.0
cat2                6705.2     315       1.0
c3_tn_9             6384.0     162       0.9
s3                  6297.6     112       0.9
c3_tn_15            5760.3     133       0.8
c3_ma3_lag3         5509.2     101       0.8
c3_tn_13            2693.4     118       0.4
occ_demanda_norm    2601.7     146       0.4
r_yoy_tri           2368.1     143       0.3
pred_ols_rec        2348.8     158       0.3
c3_tn_16            2233.9      99       0.3
c3_tn_21            2185.5      84       0.3
ncli_prom           2044.0     113       0.3
log_prom            1989.0     133       0.3
c3_tn_4             1951.4      73       0.3
ncli_pend_3         1948.8     135       0.3
tn_13               1887.5     132       0.3
tn_23               1861.5     127       0.3
c3_tn_19            1856.9     110       0.3
c3_tn_14            1853.2     106       0.3
pend_12             1821.9      80       0.3
c3_tn_18            1756.1      98       0.3
c3_s6               1723.1      67       0.2
c3_tn_17            1683.0      95       0.2
tn_16               1642.5     120       0.2
tn_15               1632.7     117       0.2
occ_n_esperados     1620.3      94       0.2
tn_11               1583.1     102       0.2
tn_14               1579.4     117       0.2
roll_med_6          1502.6      85       0.2
sh_pend_12          1500.0      97       0.2
tn_17               1488.0     106       0.2
c3_pend_6           1485.7      48       0.2
tn_19               1483.8     111       0.2
tn_12               1471.7     109       0.2
diff_0_12           1469.4      97       0.2
pred_ols_yoy        1466.5      84       0.2
dmax_24             1405.5      85       0.2
s6                  1399.9      71       0.2
ncli_pend_6         1394.4      99       0.2
c3_tn_8             1393.7      79       0.2
sh_0                1373.3      81       0.2
diff_0_1            1370.0      76       0.2
c3_roll_med_12      1368.6      86       0.2
c3_tn_20            1364.1      86       0.2
tn_22               1358.6      88       0.2
c3_diff_0_12        1352.6      88       0.2
edad_serie          1344.9      67       0.2
c3_tn_7             1315.3      80       0.2
c3_tn_23            1203.1      80       0.2
tn_3                1193.4      91       0.2
basket_idx          1185.8      86       0.2
tn_18               1167.8      88       0.2
sh_yoy              1151.1      90       0.2
roll_med_12         1150.3      84       0.2
c3_roll_med_6       1143.5      71       0.2
ma3_lag9            1121.6      64       0.2
tn_20               1116.2      81       0.2
tn_21               1111.7      83       0.2
sh_ma3_lag3         1109.1      71       0.2
tn_2                1109.1      80       0.2
c3_r_0_1            1105.4      67       0.2
roll_max_12         1093.7      82       0.2
c3_tn_6             1090.7      68       0.2
dmax_12             1082.2      59       0.2
roll_max_3          1080.4      67       0.2
occ_demanda_esp     1063.2      61       0.2
c3_tn_2             1060.5      57       0.2
c3_pend_12          1045.4      60       0.1
roll_min_6          1041.7      76       0.1
c3_cv               1030.0      59       0.1
cv                  1025.6      68       0.1
tn_9                 995.4      71       0.1
c3_tn_5              994.9      48       0.1
c3_diff_2_3          978.2      56       0.1
ma3_lag3             969.7      59       0.1
roll_min_3           937.3      58       0.1
roll_std_3           927.7      65       0.1
sh_pend_3            922.0      72       0.1
sh_ma3               916.7      60       0.1
c3_tn_12             914.7      63       0.1
dprom_6              911.7      47       0.1
diff_1_2             889.2      62       0.1
diff_5_6             882.7      66       0.1
roll_max_6           878.3      65       0.1
roll_std_6           873.6      65       0.1
tn_7                 869.0      67       0.1
c3_r_yoy_tri         857.2      59       0.1
ma3_lag6             843.5      63       0.1
tn_10                834.1      64       0.1
r_1_2                833.8      57       0.1
c3_diff_0_1          829.3      57       0.1
sh_acel              823.9      61       0.1
c3_diff_1_2          821.5      57       0.1
diff_2_3             818.1      63       0.1
tn_8                 817.6      61       0.1
pend_6               812.7      44       0.1
tn_5                 807.9      57       0.1
r_0_1                780.5      55       0.1
c3_tn_3              773.3      44       0.1
tn_6                 772.7      62       0.1
dmax_6               767.0      50       0.1
c3_dprom_24          761.6      53       0.1
c3_dmax_12           759.2      51       0.1
dmin_12              734.9      36       0.1
c3_log_prom          725.5      45       0.1
c3_roll_med_3        722.7      44       0.1
diff_3_4             721.9      61       0.1
c3_tn_11             709.3      48       0.1
c3_r_tri             684.4      47       0.1
c3_roll_max_12       675.0      40       0.1
sh_prom12            663.2      52       0.1
roll_min_12          656.2      49       0.1
acel_ma3             654.2      29       0.1
tn_4                 649.1      52       0.1
sh_pend_6            636.6      50       0.1
diff_4_5             600.3      48       0.1
c3_tn_0              591.2      39       0.1
c3_tn_1              531.7      37       0.1
c3_s3                498.9      34       0.1
c3_acel_ma3          492.7      22       0.1
r_02_34              488.7      40       0.1
c3_s2                455.9      33       0.1
r_tri                451.1      32       0.1
dmin_6               429.2      32       0.1
dmin_24              412.0      29       0.1
cat1                  97.4       7       0.0
anio_corte             0.0       0       0.0
